,date,ML,Low,High
Alaska,2020-08-03,0.8200000000000001,0.56,1.11
Alaska,2020-08-04,0.75,0.46,1.02
Alaska,2020-08-05,0.6900000000000001,0.41000000000000003,1.0
Alaska,2020-08-06,0.67,0.37,0.98
Alaska,2020-08-07,0.64,0.33,0.97
Alaska,2020-08-08,0.66,0.34,1.01
Alaska,2020-08-09,0.7000000000000001,0.35000000000000003,1.04
Alaska,2020-08-10,0.8200000000000001,0.47000000000000003,1.18
Alaska,2020-08-11,0.97,0.62,1.33
Alaska,2020-08-12,1.09,0.74,1.44
Alaska,2020-08-13,1.17,0.84,1.53
Alaska,2020-08-14,1.16,0.8200000000000001,1.49
Alaska,2020-08-15,1.1400000000000001,0.8,1.46
Alaska,2020-08-16,1.08,0.77,1.43
Alaska,2020-08-17,1.03,0.7000000000000001,1.35
Alaska,2020-08-18,0.98,0.66,1.32
Alaska,2020-08-19,0.97,0.64,1.3
Alaska,2020-08-20,0.92,0.6,1.27
Alaska,2020-08-21,0.9,0.56,1.23
Alaska,2020-08-22,0.85,0.52,1.21
Alaska,2020-08-23,0.8300000000000001,0.48,1.18
Alaska,2020-08-24,0.8200000000000001,0.48,1.2
Alaska,2020-08-25,0.86,0.5,1.23
Alaska,2020-08-26,0.91,0.55,1.29
Alaska,2020-08-27,0.99,0.63,1.37
Alaska,2020-08-28,1.03,0.67,1.41
Alaska,2020-08-29,1.08,0.72,1.45
Alaska,2020-08-30,1.07,0.71,1.43
Alaska,2020-08-31,1.07,0.73,1.45
Alaska,2020-09-01,1.08,0.73,1.44
Alaska,2020-09-02,1.1,0.75,1.45
Alaska,2020-09-03,1.12,0.78,1.47
Alaska,2020-09-04,1.11,0.77,1.45
Alaska,2020-09-05,1.07,0.74,1.42
Alaska,2020-09-06,1.05,0.72,1.3900000000000001
Alaska,2020-09-07,1.04,0.71,1.3800000000000001
Alaska,2020-09-08,1.02,0.7000000000000001,1.37
Alaska,2020-09-09,1.01,0.68,1.35
Alaska,2020-09-10,0.98,0.65,1.32
Alaska,2020-09-11,0.99,0.67,1.34
Alaska,2020-09-12,1.01,0.68,1.35
Alaska,2020-09-13,1.02,0.7000000000000001,1.37
Alaska,2020-09-14,1.01,0.6900000000000001,1.36
Alaska,2020-09-15,1.01,0.68,1.34
Alaska,2020-09-16,0.99,0.65,1.31
Alaska,2020-09-17,0.99,0.66,1.33
Alaska,2020-09-18,0.97,0.65,1.32
Alaska,2020-09-19,0.99,0.67,1.34
Alaska,2020-09-20,1.01,0.68,1.35
Alaska,2020-09-21,1.04,0.7000000000000001,1.36
Alaska,2020-09-22,1.05,0.72,1.3800000000000001
Alaska,2020-09-23,1.08,0.74,1.3900000000000001
Alaska,2020-09-24,1.09,0.78,1.43
Alaska,2020-09-25,1.1300000000000001,0.8200000000000001,1.46
Alaska,2020-09-26,1.17,0.86,1.48
Alaska,2020-09-27,1.22,0.92,1.53
Alaska,2020-09-28,1.22,0.93,1.52
Alaska,2020-09-29,1.22,0.92,1.49
Alaska,2020-09-30,1.19,0.91,1.47
Alaska,2020-10-01,1.16,0.89,1.44
Alaska,2020-10-02,1.17,0.9,1.44
Alaska,2020-10-03,1.18,0.92,1.45
Alaska,2020-10-04,1.19,0.93,1.44
Alaska,2020-10-05,1.19,0.9400000000000001,1.44
Alaska,2020-10-06,1.17,0.93,1.42
Alaska,2020-10-07,1.16,0.91,1.3900000000000001
Alaska,2020-10-08,1.16,0.92,1.3900000000000001
Alaska,2020-10-09,1.16,0.92,1.3800000000000001
Alaska,2020-10-10,1.16,0.9400000000000001,1.4000000000000001
Alaska,2020-10-11,1.1400000000000001,0.92,1.37
Alaska,2020-10-12,1.1,0.89,1.33
Alaska,2020-10-13,1.08,0.87,1.31
Alaska,2020-10-14,1.05,0.8300000000000001,1.26
Alaska,2020-10-15,1.03,0.8200000000000001,1.25
Alaska,2020-10-16,1.02,0.81,1.24
Alaska,2020-10-17,1.01,0.8,1.23
Alaska,2020-10-18,1.02,0.81,1.24
Alaska,2020-10-19,1.05,0.85,1.28
Alaska,2020-10-20,1.09,0.88,1.3
Alaska,2020-10-21,1.1500000000000001,0.9400000000000001,1.35
Alaska,2020-10-22,1.23,1.03,1.43
Alaska,2020-10-23,1.29,1.1,1.49
Alaska,2020-10-24,1.34,1.1500000000000001,1.52
Alaska,2020-10-25,1.35,1.18,1.54
Alaska,2020-10-26,1.34,1.17,1.51
Alaska,2020-10-27,1.3,1.1400000000000001,1.47
Alaska,2020-10-28,1.25,1.09,1.41
Alaska,2020-10-29,1.17,1.01,1.32
Alaska,2020-10-30,1.11,0.96,1.27
Alaska,2020-10-31,1.05,0.9,1.21
Alaska,2020-11-01,1.01,0.86,1.17
Alaska,2020-11-02,0.98,0.8300000000000001,1.1400000000000001
Alaska,2020-11-03,1.0,0.85,1.16
Alaska,2020-11-04,1.03,0.88,1.19
Alaska,2020-11-05,1.09,0.9400000000000001,1.24
Alaska,2020-11-06,1.1300000000000001,0.98,1.28
Alaska,2020-11-07,1.16,1.01,1.3
Alaska,2020-11-08,1.17,1.03,1.32
Alaska,2020-11-09,1.18,1.04,1.32
Alaska,2020-11-10,1.16,1.02,1.3
Alaska,2020-11-11,1.1400000000000001,1.01,1.28
Alaska,2020-11-12,1.1400000000000001,1.01,1.28
Alaska,2020-11-13,1.1300000000000001,1.0,1.26
Alaska,2020-11-14,1.1300000000000001,1.0,1.26
Alaska,2020-11-15,1.12,0.99,1.24
Alaska,2020-11-16,1.1,0.98,1.23
Alaska,2020-11-17,1.07,0.9500000000000001,1.2
Alaska,2020-11-18,1.03,0.91,1.16
Alaska,2020-11-19,0.99,0.87,1.12
Alaska,2020-11-20,0.96,0.8300000000000001,1.08
Alaska,2020-11-21,0.93,0.8,1.05
Alaska,2020-11-22,0.93,0.8,1.05
Alaska,2020-11-23,0.9500000000000001,0.8300000000000001,1.09
Alaska,2020-11-24,1.0,0.88,1.1400000000000001
Alaska,2020-11-25,1.04,0.91,1.16
Alaska,2020-11-26,1.07,0.9400000000000001,1.19
Alaska,2020-11-27,1.08,0.96,1.21
Alaska,2020-11-28,1.06,0.9400000000000001,1.19
Alaska,2020-11-29,1.04,0.92,1.17
Alaska,2020-11-30,1.03,0.91,1.16
Alaska,2020-12-01,1.03,0.91,1.16
Alaska,2020-12-02,1.06,0.9400000000000001,1.18
Alaska,2020-12-03,1.09,0.98,1.22
Alaska,2020-12-04,1.11,1.0,1.24
Alaska,2020-12-05,1.12,1.0,1.23
Alaska,2020-12-06,1.09,0.98,1.21
Alaska,2020-12-07,1.05,0.9400000000000001,1.17
Alaska,2020-12-08,1.0,0.89,1.12
Alaska,2020-12-09,0.9400000000000001,0.8300000000000001,1.06
Alaska,2020-12-10,0.89,0.77,1.0
Alaska,2020-12-11,0.86,0.74,0.98
Alaska,2020-12-12,0.8200000000000001,0.7000000000000001,0.9400000000000001
Alaska,2020-12-13,0.8300000000000001,0.7000000000000001,0.9500000000000001
Alaska,2020-12-14,0.8300000000000001,0.7000000000000001,0.9500000000000001
Alaska,2020-12-15,0.8300000000000001,0.71,0.97
Alaska,2020-12-16,0.84,0.71,0.97
Alaska,2020-12-17,0.8,0.67,0.9400000000000001
Alaska,2020-12-18,0.75,0.62,0.9
Alaska,2020-12-19,0.74,0.6,0.89
Alaska,2020-12-20,0.7000000000000001,0.56,0.86
Alaska,2020-12-21,0.72,0.5700000000000001,0.88
Alaska,2020-12-22,0.7000000000000001,0.55,0.87
Alaska,2020-12-23,0.71,0.54,0.87
Alaska,2020-12-24,0.73,0.55,0.89
Alaska,2020-12-25,0.75,0.5700000000000001,0.92
Alaska,2020-12-26,0.76,0.59,0.96
Alaska,2020-12-27,0.8300000000000001,0.65,1.02
Alaska,2020-12-28,0.9,0.72,1.1
Alaska,2020-12-29,0.98,0.8,1.18
Alaska,2020-12-30,1.08,0.89,1.26
Alaska,2020-12-31,1.16,0.99,1.36
Alaska,2021-01-01,1.25,1.08,1.44
Alaska,2021-01-02,1.28,1.1,1.44
Alaska,2021-01-03,1.22,1.05,1.3800000000000001
Alaska,2021-01-04,1.12,0.96,1.29
Alaska,2021-01-05,1.09,0.9400000000000001,1.27
Alaska,2021-01-06,0.99,0.8300000000000001,1.16
Alaska,2021-01-07,0.9500000000000001,0.8,1.1300000000000001
Alaska,2021-01-08,0.9,0.74,1.07
Alaska,2021-01-09,0.86,0.6900000000000001,1.03
Alaska,2021-01-10,0.8300000000000001,0.66,1.0
Alaska,2021-01-11,0.84,0.67,1.02
Alaska,2021-01-12,0.8300000000000001,0.66,1.02
Alaska,2021-01-13,0.88,0.7000000000000001,1.06
Alaska,2021-01-14,0.88,0.7000000000000001,1.07
Alaska,2021-01-15,0.88,0.7000000000000001,1.08
Alaska,2021-01-16,0.89,0.71,1.09
Alaska,2021-01-17,0.9,0.7000000000000001,1.08
Alaska,2021-01-18,0.88,0.6900000000000001,1.08
Alaska,2021-01-19,0.87,0.68,1.08
Alaska,2021-01-20,0.88,0.67,1.07
Alaska,2021-01-21,0.85,0.65,1.06
Alaska,2021-01-22,0.86,0.65,1.07
Alaska,2021-01-23,0.86,0.64,1.06
Alaska,2021-01-24,0.87,0.66,1.09
Alaska,2021-01-25,0.88,0.67,1.11
Alaska,2021-01-26,0.87,0.66,1.11
Alaska,2021-01-27,0.85,0.63,1.08
Alaska,2021-01-28,0.85,0.62,1.08
Alaska,2021-01-29,0.84,0.61,1.08
Alaska,2021-01-30,0.86,0.62,1.1
Alaska,2021-01-31,0.91,0.66,1.1400000000000001
Alaska,2021-02-01,0.98,0.74,1.23
Alaska,2021-02-02,1.06,0.8200000000000001,1.3
Alaska,2021-02-03,1.06,0.8300000000000001,1.31
Alaska,2021-02-04,0.99,0.76,1.24
Alaska,2021-02-05,1.01,0.77,1.25
Alaska,2021-02-06,1.03,0.79,1.27
Alaska,2021-02-07,1.08,0.84,1.31
Alaska,2021-02-08,1.1300000000000001,0.91,1.3800000000000001
Alaska,2021-02-09,1.1,0.87,1.33
Alaska,2021-02-10,1.05,0.8300000000000001,1.29
Alaska,2021-02-11,0.99,0.77,1.23
Alaska,2021-02-12,0.78,0.55,1.02
Alaska,2021-02-13,0.78,0.53,1.01
Alaska,2021-02-14,0.73,0.49,0.99
Alaska,2021-02-15,0.77,0.51,1.02
Alaska,2021-02-16,0.87,0.61,1.1300000000000001
Alaska,2021-02-17,0.97,0.7000000000000001,1.22
Alaska,2021-02-18,1.04,0.78,1.3
Alaska,2021-02-19,1.22,0.98,1.49
Alaska,2021-02-20,1.09,0.84,1.34
Alaska,2021-02-21,1.1,0.86,1.36
Alaska,2021-02-22,1.03,0.78,1.27
Alaska,2021-02-23,0.93,0.6900000000000001,1.19
Alaska,2021-02-24,0.88,0.63,1.1400000000000001
Alaska,2021-02-25,0.85,0.61,1.1300000000000001
Alaska,2021-02-26,0.84,0.58,1.11
Alaska,2021-02-27,1.0,0.74,1.27
Alaska,2021-02-28,1.04,0.77,1.29
Alaska,2021-03-01,1.09,0.8300000000000001,1.35
Alaska,2021-03-02,1.1300000000000001,0.88,1.3900000000000001
Alaska,2021-03-03,1.1,0.85,1.35
Alaska,2021-03-04,1.07,0.8300000000000001,1.33
Alaska,2021-03-05,1.03,0.79,1.29
Alaska,2021-03-06,0.97,0.73,1.23
Alaska,2021-03-07,0.93,0.68,1.18
Alaska,2021-03-08,0.93,0.68,1.19
Alaska,2021-03-09,0.91,0.65,1.16
Alaska,2021-03-10,0.9400000000000001,0.6900000000000001,1.21
Alaska,2021-03-11,0.97,0.71,1.23
Alaska,2021-03-12,1.0,0.75,1.27
Alaska,2021-03-13,1.03,0.78,1.3
Alaska,2021-03-14,1.05,0.79,1.3
Alaska,2021-03-15,1.03,0.77,1.28
Alaska,2021-03-16,1.0,0.75,1.26
Alaska,2021-03-17,0.97,0.7000000000000001,1.21
Alaska,2021-03-18,0.9400000000000001,0.68,1.2
Alaska,2021-03-19,0.91,0.65,1.17
Alaska,2021-03-20,0.9400000000000001,0.6900000000000001,1.22
Alaska,2021-03-21,0.98,0.72,1.25
Alaska,2021-03-22,1.04,0.79,1.32
Alaska,2021-03-23,1.1,0.85,1.37
Alaska,2021-03-24,1.12,0.87,1.3800000000000001
Alaska,2021-03-25,1.1300000000000001,0.88,1.3800000000000001
Alaska,2021-03-26,1.02,0.77,1.27
Alaska,2021-03-27,1.03,0.79,1.29
Alaska,2021-03-28,1.03,0.79,1.29
Alaska,2021-03-29,1.09,0.84,1.33
Alaska,2021-03-30,1.1500000000000001,0.91,1.3900000000000001
Alaska,2021-03-31,1.2,0.96,1.43
Alaska,2021-04-01,1.18,0.9500000000000001,1.41
Alaska,2021-04-02,1.27,1.05,1.5
Alaska,2021-04-03,1.12,0.9,1.34
Alaska,2021-04-04,1.09,0.89,1.33
Alaska,2021-04-05,1.02,0.8,1.23
Alaska,2021-04-06,0.9500000000000001,0.74,1.18
Alaska,2021-04-07,0.92,0.71,1.1500000000000001
Alaska,2021-04-08,0.93,0.71,1.1500000000000001
Alaska,2021-04-09,0.9,0.6900000000000001,1.1400000000000001
Alaska,2021-04-10,1.01,0.79,1.24
Alaska,2021-04-11,0.98,0.76,1.21
Alaska,2021-04-12,0.97,0.74,1.19
Alaska,2021-04-13,0.9500000000000001,0.72,1.17
Alaska,2021-04-14,0.99,0.76,1.21
Alaska,2021-04-15,1.09,0.87,1.32
Arizona,2020-03-05,2.0,0.34,6.43
Arizona,2020-03-06,1.8800000000000001,0.38,5.01
Arizona,2020-03-07,1.8,0.38,4.45
Arizona,2020-03-08,1.74,0.4,4.13
Arizona,2020-03-09,1.69,0.37,3.85
Arizona,2020-03-10,1.6400000000000001,0.4,3.7
Arizona,2020-03-11,1.61,0.41000000000000003,3.56
Arizona,2020-03-12,1.0,0.0,3.35
Arizona,2020-03-13,1.0,0.0,3.35
Arizona,2020-03-14,1.53,0.0,3.66
Arizona,2020-03-15,1.8900000000000001,0.01,3.7800000000000002
Arizona,2020-03-16,2.05,0.12,3.81
Arizona,2020-03-17,2.52,0.65,4.17
Arizona,2020-03-18,2.83,1.32,4.2
Arizona,2020-03-19,2.88,1.72,4.0
Arizona,2020-03-20,2.79,1.86,3.68
Arizona,2020-03-21,2.67,1.94,3.42
Arizona,2020-03-22,2.48,1.87,3.1
Arizona,2020-03-23,2.31,1.79,2.83
Arizona,2020-03-24,2.16,1.71,2.61
Arizona,2020-03-25,1.97,1.58,2.38
Arizona,2020-03-26,1.84,1.48,2.2
Arizona,2020-03-27,1.76,1.45,2.11
Arizona,2020-03-28,1.6500000000000001,1.34,1.94
Arizona,2020-03-29,1.54,1.27,1.84
Arizona,2020-03-30,1.44,1.19,1.73
Arizona,2020-03-31,1.33,1.08,1.59
Arizona,2020-04-01,1.29,1.05,1.55
Arizona,2020-04-02,1.26,1.03,1.51
Arizona,2020-04-03,1.22,1.0,1.47
Arizona,2020-04-04,1.19,0.97,1.43
Arizona,2020-04-05,1.1500000000000001,0.9400000000000001,1.3900000000000001
Arizona,2020-04-06,1.11,0.9,1.34
Arizona,2020-04-07,1.08,0.87,1.31
Arizona,2020-04-08,1.05,0.8300000000000001,1.26
Arizona,2020-04-09,1.02,0.8,1.23
Arizona,2020-04-10,0.99,0.77,1.2
Arizona,2020-04-11,0.9500000000000001,0.74,1.18
Arizona,2020-04-12,0.92,0.7000000000000001,1.1400000000000001
Arizona,2020-04-13,0.91,0.6900000000000001,1.1400000000000001
Arizona,2020-04-14,0.97,0.76,1.21
Arizona,2020-04-15,1.01,0.8,1.25
Arizona,2020-04-16,1.07,0.85,1.29
Arizona,2020-04-17,1.09,0.88,1.32
Arizona,2020-04-18,1.09,0.88,1.31
Arizona,2020-04-19,1.09,0.89,1.32
Arizona,2020-04-20,1.1,0.89,1.31
Arizona,2020-04-21,1.09,0.88,1.3
Arizona,2020-04-22,1.1,0.9,1.31
Arizona,2020-04-23,1.09,0.89,1.3
Arizona,2020-04-24,1.09,0.89,1.29
Arizona,2020-04-25,1.08,0.89,1.29
Arizona,2020-04-26,1.09,0.9,1.3
Arizona,2020-04-27,1.11,0.92,1.31
Arizona,2020-04-28,1.1300000000000001,0.9400000000000001,1.32
Arizona,2020-04-29,1.16,0.98,1.36
Arizona,2020-04-30,1.18,1.0,1.37
Arizona,2020-05-01,1.18,1.0,1.36
Arizona,2020-05-02,1.18,1.01,1.36
Arizona,2020-05-03,1.19,1.02,1.36
Arizona,2020-05-04,1.1500000000000001,0.99,1.33
Arizona,2020-05-05,1.1500000000000001,0.99,1.32
Arizona,2020-05-06,1.12,0.97,1.3
Arizona,2020-05-07,1.09,0.93,1.25
Arizona,2020-05-08,1.06,0.91,1.23
Arizona,2020-05-09,1.02,0.87,1.19
Arizona,2020-05-10,0.99,0.84,1.16
Arizona,2020-05-11,1.02,0.87,1.19
Arizona,2020-05-12,1.02,0.87,1.19
Arizona,2020-05-13,1.05,0.9,1.22
Arizona,2020-05-14,1.09,0.93,1.24
Arizona,2020-05-15,1.09,0.93,1.24
Arizona,2020-05-16,1.08,0.93,1.24
Arizona,2020-05-17,1.05,0.9,1.2
Arizona,2020-05-18,1.01,0.86,1.16
Arizona,2020-05-19,0.97,0.81,1.11
Arizona,2020-05-20,0.92,0.77,1.08
Arizona,2020-05-21,0.88,0.73,1.04
Arizona,2020-05-22,0.88,0.73,1.05
Arizona,2020-05-23,0.87,0.72,1.04
Arizona,2020-05-24,0.91,0.76,1.09
Arizona,2020-05-25,0.9500000000000001,0.79,1.12
Arizona,2020-05-26,1.04,0.89,1.22
Arizona,2020-05-27,1.1500000000000001,1.0,1.32
Arizona,2020-05-28,1.27,1.12,1.43
Arizona,2020-05-29,1.33,1.19,1.49
Arizona,2020-05-30,1.41,1.26,1.54
Arizona,2020-05-31,1.43,1.3,1.57
Arizona,2020-06-01,1.41,1.28,1.53
Arizona,2020-06-02,1.42,1.3,1.54
Arizona,2020-06-03,1.4000000000000001,1.28,1.51
Arizona,2020-06-04,1.3900000000000001,1.28,1.5
Arizona,2020-06-05,1.3900000000000001,1.28,1.49
Arizona,2020-06-06,1.31,1.21,1.41
Arizona,2020-06-07,1.27,1.18,1.3800000000000001
Arizona,2020-06-08,1.25,1.16,1.35
Arizona,2020-06-09,1.21,1.11,1.29
Arizona,2020-06-10,1.2,1.12,1.3
Arizona,2020-06-11,1.18,1.09,1.27
Arizona,2020-06-12,1.1500000000000001,1.06,1.23
Arizona,2020-06-13,1.17,1.09,1.26
Arizona,2020-06-14,1.17,1.09,1.26
Arizona,2020-06-15,1.2,1.12,1.28
Arizona,2020-06-16,1.27,1.19,1.35
Arizona,2020-06-17,1.33,1.25,1.4000000000000001
Arizona,2020-06-18,1.37,1.29,1.43
Arizona,2020-06-19,1.37,1.31,1.45
Arizona,2020-06-20,1.35,1.29,1.42
Arizona,2020-06-21,1.31,1.25,1.3800000000000001
Arizona,2020-06-22,1.26,1.19,1.31
Arizona,2020-06-23,1.19,1.1300000000000001,1.25
Arizona,2020-06-24,1.1300000000000001,1.07,1.19
Arizona,2020-06-25,1.11,1.05,1.17
Arizona,2020-06-26,1.07,1.01,1.1300000000000001
Arizona,2020-06-27,1.06,1.0,1.12
Arizona,2020-06-28,1.09,1.03,1.1400000000000001
Arizona,2020-06-29,1.12,1.06,1.17
Arizona,2020-06-30,1.1500000000000001,1.1,1.21
Arizona,2020-07-01,1.16,1.1,1.21
Arizona,2020-07-02,1.1300000000000001,1.07,1.18
Arizona,2020-07-03,1.12,1.07,1.17
Arizona,2020-07-04,1.08,1.03,1.1400000000000001
Arizona,2020-07-05,1.04,0.98,1.08
Arizona,2020-07-06,1.03,0.97,1.07
Arizona,2020-07-07,1.01,0.9500000000000001,1.05
Arizona,2020-07-08,1.0,0.9400000000000001,1.04
Arizona,2020-07-09,0.98,0.93,1.03
Arizona,2020-07-10,0.9400000000000001,0.89,0.99
Arizona,2020-07-11,0.9400000000000001,0.89,1.0
Arizona,2020-07-12,0.92,0.87,0.98
Arizona,2020-07-13,0.9,0.85,0.96
Arizona,2020-07-14,0.91,0.85,0.96
Arizona,2020-07-15,0.92,0.86,0.97
Arizona,2020-07-16,0.93,0.87,0.98
Arizona,2020-07-17,0.9500000000000001,0.89,1.0
Arizona,2020-07-18,0.9400000000000001,0.89,1.0
Arizona,2020-07-19,0.9400000000000001,0.88,0.99
Arizona,2020-07-20,0.92,0.86,0.97
Arizona,2020-07-21,0.88,0.8300000000000001,0.9500000000000001
Arizona,2020-07-22,0.88,0.8200000000000001,0.9400000000000001
Arizona,2020-07-23,0.89,0.8300000000000001,0.9500000000000001
Arizona,2020-07-24,0.92,0.86,0.98
Arizona,2020-07-25,0.9500000000000001,0.89,1.01
Arizona,2020-07-26,0.97,0.91,1.03
Arizona,2020-07-27,0.97,0.91,1.03
Arizona,2020-07-28,0.97,0.91,1.03
Arizona,2020-07-29,0.96,0.89,1.01
Arizona,2020-07-30,0.9500000000000001,0.89,1.01
Arizona,2020-07-31,0.93,0.86,0.98
Arizona,2020-08-01,0.9,0.84,0.97
Arizona,2020-08-02,0.85,0.79,0.92
Arizona,2020-08-03,0.81,0.74,0.87
Arizona,2020-08-04,0.76,0.6900000000000001,0.8200000000000001
Arizona,2020-08-05,0.7000000000000001,0.63,0.77
Arizona,2020-08-06,0.64,0.56,0.71
Arizona,2020-08-07,0.59,0.51,0.66
Arizona,2020-08-08,0.59,0.51,0.67
Arizona,2020-08-09,0.61,0.53,0.7000000000000001
Arizona,2020-08-10,0.68,0.6,0.78
Arizona,2020-08-11,0.75,0.66,0.84
Arizona,2020-08-12,0.79,0.7000000000000001,0.89
Arizona,2020-08-13,0.81,0.72,0.91
Arizona,2020-08-14,0.8300000000000001,0.73,0.92
Arizona,2020-08-15,0.85,0.76,0.96
Arizona,2020-08-16,0.9,0.8,1.0
Arizona,2020-08-17,0.89,0.79,0.99
Arizona,2020-08-18,0.87,0.77,0.98
Arizona,2020-08-19,0.85,0.74,0.9500000000000001
Arizona,2020-08-20,0.8,0.7000000000000001,0.92
Arizona,2020-08-21,0.78,0.67,0.89
Arizona,2020-08-22,0.78,0.68,0.91
Arizona,2020-08-23,0.77,0.66,0.89
Arizona,2020-08-24,0.79,0.67,0.91
Arizona,2020-08-25,0.8,0.6900000000000001,0.9400000000000001
Arizona,2020-08-26,0.79,0.66,0.91
Arizona,2020-08-27,0.8300000000000001,0.71,0.97
Arizona,2020-08-28,0.84,0.71,0.97
Arizona,2020-08-29,0.84,0.71,0.98
Arizona,2020-08-30,0.89,0.75,1.02
Arizona,2020-08-31,0.9400000000000001,0.81,1.08
Arizona,2020-09-01,1.02,0.89,1.16
Arizona,2020-09-02,1.12,0.99,1.26
Arizona,2020-09-03,1.16,1.03,1.29
Arizona,2020-09-04,1.17,1.04,1.3
Arizona,2020-09-05,1.11,0.98,1.23
Arizona,2020-09-06,1.01,0.89,1.1400000000000001
Arizona,2020-09-07,0.89,0.77,1.03
Arizona,2020-09-08,0.8,0.67,0.93
Arizona,2020-09-09,0.72,0.58,0.85
Arizona,2020-09-10,0.7000000000000001,0.56,0.84
Arizona,2020-09-11,0.72,0.5700000000000001,0.86
Arizona,2020-09-12,0.84,0.7000000000000001,1.0
Arizona,2020-09-13,0.98,0.84,1.1400000000000001
Arizona,2020-09-14,1.24,1.1,1.3900000000000001
Arizona,2020-09-15,1.5,1.36,1.6300000000000001
Arizona,2020-09-16,1.57,1.44,1.69
Arizona,2020-09-17,1.54,1.42,1.6600000000000001
Arizona,2020-09-18,1.42,1.31,1.54
Arizona,2020-09-19,1.26,1.1500000000000001,1.37
Arizona,2020-09-20,1.12,1.02,1.24
Arizona,2020-09-21,0.9500000000000001,0.85,1.07
Arizona,2020-09-22,0.76,0.64,0.86
Arizona,2020-09-23,0.67,0.55,0.78
Arizona,2020-09-24,0.55,0.43,0.68
Arizona,2020-09-25,0.53,0.4,0.66
Arizona,2020-09-26,0.63,0.49,0.76
Arizona,2020-09-27,0.8,0.66,0.9400000000000001
Arizona,2020-09-28,0.97,0.84,1.12
Arizona,2020-09-29,1.07,0.9400000000000001,1.22
Arizona,2020-09-30,1.04,0.91,1.19
Arizona,2020-10-01,1.06,0.93,1.21
Arizona,2020-10-02,1.06,0.93,1.2
Arizona,2020-10-03,1.07,0.9400000000000001,1.21
Arizona,2020-10-04,1.1,0.97,1.24
Arizona,2020-10-05,1.12,0.99,1.25
Arizona,2020-10-06,1.1500000000000001,1.02,1.28
Arizona,2020-10-07,1.17,1.04,1.29
Arizona,2020-10-08,1.19,1.07,1.32
Arizona,2020-10-09,1.18,1.06,1.3
Arizona,2020-10-10,1.16,1.04,1.28
Arizona,2020-10-11,1.1400000000000001,1.02,1.25
Arizona,2020-10-12,1.12,1.01,1.24
Arizona,2020-10-13,1.11,1.0,1.23
Arizona,2020-10-14,1.1,0.98,1.2
Arizona,2020-10-15,1.09,0.98,1.2
Arizona,2020-10-16,1.1,0.99,1.21
Arizona,2020-10-17,1.12,1.01,1.23
Arizona,2020-10-18,1.12,1.01,1.22
Arizona,2020-10-19,1.11,1.01,1.22
Arizona,2020-10-20,1.11,1.01,1.22
Arizona,2020-10-21,1.1,0.99,1.19
Arizona,2020-10-22,1.1,1.0,1.2
Arizona,2020-10-23,1.1,1.01,1.21
Arizona,2020-10-24,1.11,1.02,1.22
Arizona,2020-10-25,1.12,1.02,1.21
Arizona,2020-10-26,1.12,1.02,1.21
Arizona,2020-10-27,1.12,1.02,1.21
Arizona,2020-10-28,1.1500000000000001,1.06,1.25
Arizona,2020-10-29,1.17,1.08,1.26
Arizona,2020-10-30,1.19,1.1,1.28
Arizona,2020-10-31,1.19,1.1,1.27
Arizona,2020-11-01,1.16,1.07,1.24
Arizona,2020-11-02,1.1400000000000001,1.05,1.22
Arizona,2020-11-03,1.1300000000000001,1.04,1.2
Arizona,2020-11-04,1.1400000000000001,1.05,1.21
Arizona,2020-11-05,1.16,1.08,1.24
Arizona,2020-11-06,1.18,1.11,1.27
Arizona,2020-11-07,1.2,1.12,1.27
Arizona,2020-11-08,1.22,1.1400000000000001,1.29
Arizona,2020-11-09,1.19,1.12,1.26
Arizona,2020-11-10,1.2,1.1300000000000001,1.27
Arizona,2020-11-11,1.19,1.1300000000000001,1.27
Arizona,2020-11-12,1.18,1.11,1.24
Arizona,2020-11-13,1.16,1.09,1.22
Arizona,2020-11-14,1.1500000000000001,1.09,1.22
Arizona,2020-11-15,1.16,1.1,1.23
Arizona,2020-11-16,1.22,1.16,1.29
Arizona,2020-11-17,1.24,1.18,1.3
Arizona,2020-11-18,1.27,1.21,1.33
Arizona,2020-11-19,1.26,1.2,1.31
Arizona,2020-11-20,1.24,1.19,1.3
Arizona,2020-11-21,1.21,1.1500000000000001,1.26
Arizona,2020-11-22,1.18,1.12,1.22
Arizona,2020-11-23,1.12,1.07,1.17
Arizona,2020-11-24,1.09,1.03,1.1300000000000001
Arizona,2020-11-25,1.04,0.98,1.08
Arizona,2020-11-26,1.01,0.9500000000000001,1.05
Arizona,2020-11-27,0.96,0.91,1.01
Arizona,2020-11-28,1.02,0.96,1.06
Arizona,2020-11-29,1.07,1.02,1.12
Arizona,2020-11-30,1.17,1.11,1.21
Arizona,2020-12-01,1.24,1.19,1.29
Arizona,2020-12-02,1.28,1.23,1.32
Arizona,2020-12-03,1.27,1.22,1.31
Arizona,2020-12-04,1.24,1.19,1.28
Arizona,2020-12-05,1.17,1.1300000000000001,1.22
Arizona,2020-12-06,1.1400000000000001,1.1,1.18
Arizona,2020-12-07,1.11,1.07,1.16
Arizona,2020-12-08,1.09,1.05,1.1300000000000001
Arizona,2020-12-09,1.08,1.04,1.12
Arizona,2020-12-10,1.08,1.04,1.12
Arizona,2020-12-11,1.1300000000000001,1.09,1.17
Arizona,2020-12-12,1.12,1.08,1.16
